Condition,Condition_Desc,Price,Location,Model_Year,Mileage,Exterior_Color,Make,Warranty,Model,Sub_Model,Type,Vehicle_Title,OBO,Feedback_Perc,Watch_Count,N_Reviews,Seller_Status,Vehicle_Tile,Auction,Buy_Now,Bid_Count
Used,,"$18,500 ","Lee, New Hampshire, United States",2014,"2,818",Amber Whiskey/ Silver,Harley-Davidson,,flhtk,,,,TRUE,100,2<,352,,Clear,FALSE,TRUE,
Used,IN PERFECT CONDITION,"$10,995 ","Azusa, California, United States",2012,"10,261",Blue,Harley-Davidson,Vehicle does NOT have an existing warranty,Dyna,,Touring,,TRUE,100,4<,8,Dealer,Clear,FALSE,TRUE,
Used,,"$13,000 ","West Monroe, Louisiana, United States",2014,"22,297",Black,Harley-Davidson,Vehicle does NOT have an existing warranty,Streetbob,,Standard,,FALSE,100,,312,Private Seller,Clear,TRUE,TRUE,0
Used,Bike is in excellent condition,"$8,950 ","Paducah, Kentucky, United States",2007,"69,950",,Harley-Davidson,Vehicle does NOT have an existing warranty,Touring,,,,TRUE,,,244,Private Seller,Clear,FALSE,TRUE,
Used,Mint Condition,"$19,500 ","Rogers, Arkansas, United States",2013,"25,352",Black,Harley-Davidson,Vehicle does NOT have an existing warranty,FLTRX,Roadglide,,,TRUE,100,4<,2159,Private Seller,Clear,FALSE,TRUE,
Used,bike is in excellent condition. Very fast bike to give you a heads up.,"$9,999 ","Orange, VA, United States",2009,"31,152",Vivid Black,Harley-Davidson,Vehicle does NOT have an existing warranty,Dyna,,Cruiser,,TRUE,100,,2,Dealer,Clear,FALSE,TRUE,
Used,,"$7,453 ","Clearwater, Florida, United States",2002,"33,781",ORANGE PEARL,Honda,Vehicle does NOT have an existing warranty,Gold Wing,GL1800,TOURING CRUISER,,FALSE,100,,616,Dealer,Clear,TRUE,FALSE,36
Used,For parts or fix,$380 ,"Earlton, New York, United States",1980,"200,000",,Kawasaki,,Other,,,,FALSE,9.7,4<,10586,,Clear,TRUE,TRUE,0
Used,"Rarely ridden.  This bike has lived it&#039;s life indoors and has extremely low miles @ 6,654.  This ","$7,000 ","Georgetown, South Carolina, United States",2003,"6,654",Blue,Harley-Davidson,As is where is,Softail,&#034;DEUCE&#034; 100th Anniversary,Standard,,FALSE,100,,36,Private Seller,Clear,TRUE,FALSE,0
Used,,"$8,795 ","North Brookfield, Massachusetts, United States",2003,"6,600",,Harley-Davidson,Vehicle does NOT have an existing warranty,Softail,,,,FALSE,100,2<,502,,Clear,FALSE,TRUE,
Used,"very clean, some paint blemishes, chrome is very clean with no damages","$10,500 ","Tampa, Florida, United States",2010,"35,467",Red,Harley-Davidson,Avab,Touring,FLHTCU,Touring,,TRUE,100,1<,1,Dealer,Clear,FALSE,TRUE,
Used,,"$16,977 ","Mansfield, Texas, United States",2016,208,Black,Harley-Davidson,,Softail Fat Boy,,,,TRUE,100,4<,661,,Clear,FALSE,TRUE,
Used,Very Good condition for year,"$2,000 ","Tupelo, Mississippi, United States",1997,"23,739",Black,Harley-Davidson,Vehicle does NOT have an existing warranty,Sportster,,,,FALSE,100,,209,Private Seller,Clear,TRUE,FALSE,15
Used,,$765 ,"Anacortes, Washington, United States",1969,"3,212",Red,Honda,Vehicle does NOT have an existing warranty,Other,CM91,Dual-Purpose,,FALSE,100,,721,Private Seller,Clear,TRUE,FALSE,23
Used,VERY GOOD CONDITION,"$11,000 ","Havertown, Pennsylvania, United States",2013,"10,200",Black,Harley-Davidson,,Softail,,,,TRUE,100,,275,Private Seller,Clear,FALSE,TRUE,
Used,Very Nice Condition,"$9,300 ","Buda, Texas, United States",2013,"6,846",Black,Harley-Davidson,Vehicle does NOT have an existing warranty,Softail,Slim,,,TRUE,100,1<,1328,Private Seller,Clear,FALSE,TRUE,
Used,,"$5,500 ","Auburn, Washington, United States",1991,"9,300",white,Yamaha,Vehicle does NOT have an existing warranty,r1z,3xc,naked sports bike,,FALSE,9.5,,70637,Dealer,Clear,TRUE,FALSE,34
Used,Very good only 80 miles since built.,"$3,650 ","Chino Hills, California, United States",1957,80,Gray,Harley-Davidson,Vehicle does NOT have an existing warranty,CUSTOM CHOPPER,,,,FALSE,100,,1100,Private Seller,Clear,TRUE,FALSE,12
New,,"$25,500 ","Searcy, Arkansas, United States",2017,2,Blue,Honda,Vehicle has an existing warranty,Gold Wing,GL1800HPNA,Touring,,FALSE,100,4<,35,Dealer,Clear,TRUE,TRUE,0
Used,Runs great. Clean clear title. Please read full description below.,"$7,995 ","Zieglerville, Pennsylvania, United States",2001,"25,003",Vivid Black,Harley-Davidson,Unspecified,Dyna,FXDXT T-Sport,Cruiser,,TRUE,100,19,297819,Dealer,Clear,FALSE,TRUE,
Used,Very clean custom Softail Deuce.,"$8,500 ","Bradenton, Florida, United States",2001,"23,600",Red,Harley-Davidson,Vehicle does NOT have an existing warranty,Softail,Deuce,Touring,,TRUE,100,2<,306,Private Seller,Clear,FALSE,TRUE,
Used,"BEAUTIFUL 2015 DYNA SWITCHBACK, ABS, SECURITY,         ONLY 2093 MILES, QUICK DETACH WINDSHIELD, ","$13,999 ","Orange, Virginia, United States",2015,"2,097",SUPERIOR BLUE,Harley-Davidson,Vehicle has an existing warranty,Dyna,,Touring,,TRUE,100,2<,2,Dealer,Clear,FALSE,TRUE,
Used,,"$3,250 ","Delaware, Ohio, United States",1997,"8,200",Red,Harley-Davidson,Vehicle does NOT have an existing warranty,Sportster,Hugger,Cruiser,,TRUE,100,3<,397,Private Seller,Clear,FALSE,TRUE,
Used,,"$3,250 ","Carson, California, United States",1993,"25,622",Black,Kawasaki,Vehicle does NOT have an existing warranty,Other,Zephyr,Naked,,FALSE,100,11,232,Private Seller,Clear,FALSE,TRUE,
New,,"$28,699 ","Searcy, Arkansas, United States",2016,63,Black,Honda,Vehicle has an existing warranty,Gold Wing,GL1800 Prowler,Touring,,FALSE,100,2<,35,Dealer,Clear,FALSE,TRUE,
Used,"This bike is in realy nice condition, it is blue and black and it has 15,500 miles on it,I only put ","$7,500 ","Haledon, New Jersey, United States",2004,"15,500",Blue,Harley-Davidson,None,Softail,,,,TRUE,100,,509,Private Seller,Clear,FALSE,TRUE,
Used,,"$3,950 ","Tallahassee, Florida, United States",1991,N/A,Red,Harley-Davidson,Vehicle does NOT have an existing warranty,Touring,,Touring,,TRUE,100,,1011,Private Seller,Clear,FALSE,TRUE,
Used,,"$7,000 ","Milwaukee, Wisconsin, United States",2013,"6,300",Orange,Harley-Davidson,,Touring,,Touring,,FALSE,,,0,Private Seller,Clear,TRUE,FALSE,4
Used,,"$17,988 ","Tulsa, Oklahoma, United States",2017,874,Black,Harley-Davidson,,Touring,,Touring,,FALSE,100,12,179,Dealer,Clear,FALSE,TRUE,
Used,,"$2,095 ","Middle Village, New York, United States",2007,"18,729",Blue,Kawasaki,Vehicle has an existing warranty,Ninja,650 R,Sport Bike,,FALSE,100,,339,Private Seller,Clear,TRUE,FALSE,9
Used,Excellent condition. Runs great.,"$8,995 ","Zieglerville, Pennsylvania, United States",2010,"39,487",Vivid Black,Harley-Davidson,Unspecified,Softail,FLSTC,Cruiser,,TRUE,100,15,297819,Dealer,Clear,FALSE,TRUE,
New,,"$4,490 ","Manitowoc, Wisconsin, United States",2016,2,Onyx,Yamaha,1 Year,SR400,,Sport Heritage,,FALSE,8.9,3<,3148,Dealer,Clear,FALSE,TRUE,
Used,,"$5,990 ","Mansfield, Texas, United States",2014,"6,718",Gray,Harley-Davidson,Vehicle does NOT have an existing warranty,Sportster 1200,,Cruiser,,TRUE,100,2<,661,,Clear,FALSE,TRUE,
Used,,"$12,000 ","Phoenix, Arizona, United States",2008,"7,813",Black,Harley-Davidson,Vehicle does NOT have an existing warranty,Softail,Custom,Cruiser,,TRUE,100,,15,Private Seller,Clear,FALSE,TRUE,
New,,"$20,985 ","Russellville, Arkansas, United States",2017,0,,Honda,Vehicle has an existing warranty,Gold Wing,Level 1 (Audio/Comfort Model),Touring,,FALSE,9.8,,21591,Dealer,Clear,TRUE,FALSE,0
Used,,"$14,050 ","Brooklyn, New York, United States",2014,"12,300",Black,Honda,Vehicle does NOT have an existing warranty,Other,F6b,Touring,,FALSE,100,5<,145,Private Seller,Clear,TRUE,TRUE,0
Used,Bike is in like new condition,"$1,990 ","Akron, Ohio, United States",2011,"2,000",Black,Honda,Vehicle does NOT have an existing warranty,Other,,Sport Bike,,FALSE,100,,352,Private Seller,Clear,TRUE,FALSE,0
Used,,$500 ,"Trinity, North Carolina, United States",2002,"1,018",Black,Kawasaki,,Other,,Cruiser,,FALSE,100,,310,Private Seller,Clear,TRUE,FALSE,1
Used,Please read description below.,"$8,500 ","Chambersburg, Pennsylvania, United States",2001,"28,000",Purple,Harley-Davidson,Vehicle does NOT have an existing warranty,Touring,,Touring,,TRUE,9.6,1<,265,Private Seller,Clear,FALSE,TRUE,
Used,EXHAUST UPGRADE,"$16,999 ","Long Branch, New Jersey, United States",2014,"18,469",BLACK WITH PINSTRIPE,Harley-Davidson,,Touring,,Touring,,FALSE,8.8,1<,101,SHORELINE HARLEY -  DAVIDSON,Clear,FALSE,TRUE,
Used,,"$8,599 ","Williston, Vermont, United States",2015,"2,950",Silver,Harley-Davidson,,Sportster,883 Iron,,,TRUE,,,1,Private Seller,Clear,FALSE,TRUE,
Used,Runs perfect with every bell &amp; whistle ..,"$7,000 ","Bronx, New York, United States",2009,"37,737",Orange,Harley-Davidson,Vehicle does NOT have an existing warranty,Street,,Sport Bike,,FALSE,100,,106,Private Seller,Clear,TRUE,TRUE,0
Used,,"$36,500 ","Saint Augustine, Florida, United States",1948,10,Brown and Black w/red,Harley-Davidson,none,Panhead,,Alleyway Kustoms,,TRUE,100,25,39,,Clear,FALSE,TRUE,
Used,,"$11,000 ","New Lenox, Illinois, United States",2016,670,White,Triumph,Vehicle has an existing warranty,Bonneville,T120,Standard,,TRUE,100,8<,3,Private Seller,Clear,FALSE,TRUE,
Used,,"$13,000 ","Groton, New York, United States",2005,"48,300",BLACK CHERRY PREAL,Harley-Davidson,,Touring,,Cruiser,,FALSE,100,,272,Private Seller,Clear,TRUE,FALSE,0
Used,,"$8,777 ","Mansfield, Texas, United States",2002,"30,113",Red,Harley-Davidson,,Softail Fat Boy,,,,TRUE,100,3<,661,,Clear,FALSE,TRUE,
Used,,"$7,500 ","Fort Myers, Florida, United States",1993,"36,000",Black,Harley-Davidson,Vehicle does NOT have an existing warranty,Softail,FatBoy,,,FALSE,100,4<,598,Private Seller,Clear,FALSE,TRUE,
Used,,$710 ,"Killeen, Texas, United States",1982,"46,000",Brown,Honda,,CB,Coustom,,,FALSE,100,,53,Private Seller,Clear,TRUE,FALSE,63
Used,Excellent show condition.,"$3,900 ","Hammond, Louisiana, United States",1975,"52,711",Blue,Honda,Vehicle does NOT have an existing warranty,Gold Wing,,Standard,,FALSE,100,,49,Private Seller,Clear,TRUE,FALSE,0
Used,Original bike. Has light rust and paint chips. 43 year old motorcycle. Ran when parked 3 years ago. ,"$3,200 ","Bloomington, Indiana, United States",1974,"8,829",green,Yamaha,Vehicle does NOT have an existing warranty,Dt360,,ENDURO,,TRUE,100,70,805,Private Seller,Clear,FALSE,TRUE,
Used,"used item, normal wear and tear, Runs and Rides Great, CLEAN AND CLEAR TITLE, Tested and Inspected, ","$4,000 ","Lathrop, California, United States",2007,"4,111",Black,Harley-Davidson,Vehicle does NOT have an existing warranty,V-ROD,,Standard,,FALSE,9.8,,3280,Dealer,Clear,TRUE,FALSE,22
Used,In very nice condition,"$11,200 ","Willoughby, Ohio, United States",2003,"8,100",Black and Gold,Harley-Davidson,,Softail,,,,FALSE,100,,92,Private Seller,Clear,TRUE,FALSE,0
Used,,"$6,700 ","Glenview, Illinois, United States",2000,"26,800",Blue/Silver,Honda,Vehicle does NOT have an existing warranty,Valkyrie,,,,TRUE,100,26,634,Private Seller,Clear,FALSE,TRUE,
Used,"Street legal, dirt capable, ready to run.  Has some dents and scrapes, but runs good and strong.","$1,000 ","Gratiot, Wisconsin, United States",1984,"4,350",Red,Honda,Vehicle does NOT have an existing warranty,XL,,Dual-Purpose,,FALSE,100,,197,Private Seller,Clear,TRUE,FALSE,0
Used,,"$8,300 ","Bristol, Connecticut, United States",2002,"35,300",Red,Harley-Davidson,Unspecified,Softail,,,,TRUE,100,,56,Private Seller,Clear,FALSE,TRUE,
Used,In Great Condition. Ready to go anywhere R1200GSA with tons of extras,"$7,900 ","San Jose, California, United States",2009,"79,500",Red/Black,BMW,Vehicle does NOT have an existing warranty,R-Series,R1200GSA,Dual-Purpose,,FALSE,100,,378,Private Seller,Clear,TRUE,FALSE,0
Used,,"$5,500 ","Glenwood, Illinois, United States",2008,"20,000",Red,Honda,Vehicle does NOT have an existing warranty,CBR,,Sport Bike,,FALSE,100,,451,Private Seller,Clear,TRUE,FALSE,0
Used,,"$18,500 ","Land O&#039; Lakes, Florida, United States",2013,"6,065",Red,Harley-Davidson,Vehicle does NOT have an existing warranty,Touring,,Touring,,TRUE,2.3,,196,Private Seller,Clear,FALSE,TRUE,
Used,Low Miles / Excellent Condition,"$28,500 ","Searcy, Arkansas, United States",2016,"1,443",Red,Honda,Vehicle has an existing warranty,Gold Wing,GL1800 Prowler,Touring,,FALSE,100,5<,35,Dealer,Clear,FALSE,TRUE,
Used,Excellent condition.  Looks like new.  Only 7720 miles.  No issues found on this bike.  HD ,"$10,899 ","Grapevine, Texas, United States",2015,"7,720",Black,Harley-Davidson,Eligible for extended warranty,Dyna,FXDL,Cruiser,,TRUE,100,1<,39,Dealer,Clear,FALSE,TRUE,
Used,,$0 ,"Fuquay Varina, North Carolina, United States",2004,"46,600",Black,Harley-Davidson,Vehicle does NOT have an existing warranty,Dyna,Wide Glide,Cruiser,,FALSE,100,7<,3,Private Seller,Clear,TRUE,TRUE,1
Used,,"$12,995 ","Dumfries, Virginia, United States",2016,624,Vivid Black,Harley-Davidson,,Dyna,,Cruiser,,TRUE,,,35,Dealer,Clear,FALSE,TRUE,
Used,,"$21,500 ","Bonita Springs, Florida, United States",2013,"3,600",Red,Harley-Davidson,Unspecified,FXSBSE,CVO Breakout,Cruiser,,TRUE,100,4<,13,Private Seller,Clear,FALSE,TRUE,
New,,"$21,699 ","Brilliant, Ohio, United States",2016,1,GRAY,Kawasaki,Vehicle has an existing warranty,Ninja,H2 H2 H2 H2 H2 H2 H2 H2 H2 H2 H2,Sport Bike,,TRUE,100,17,334,Dealer,Clear,FALSE,TRUE,
Used,,"$3,050 ","Hays, Kansas, United States",1983,"1,150",,Harley-Davidson,,Dyna,,,,FALSE,100,,635,,Clear,TRUE,FALSE,2
Used,,"$4,000 ","Stratford, Wisconsin, United States",1998,"40,195",Black,Honda,Vehicle does NOT have an existing warranty,Gold Wing,Aspencade,Touring,,FALSE,100,14,68,Private Seller,Clear,TRUE,TRUE,0
Used,Bike is in excellent condition,"$8,950 ","Paducah, Kentucky, United States",2007,"69,950",,Harley-Davidson,Vehicle does NOT have an existing warranty,Touring,,,,TRUE,,,244,Private Seller,Clear,FALSE,TRUE,
Used,,"$4,000 ","East Otto, New York, United States",1985,"29,586",,Harley-Davidson,,FXR,,,,FALSE,100,,186,Private Seller,Clear,TRUE,FALSE,0
Used,,"$4,500 ","Wildwood, New Jersey, United States",2001,"14,000",Blach &amp; Yellow,Harley-Davidson,None,Low Rider,,Dyna,,FALSE,100,7<,153,Owner,Clear,TRUE,TRUE,0
Used,"very clean, some paint blemishes, chrome is very clean with no damages","$10,500 ","Tampa, Florida, United States",2010,"35,467",Red,Harley-Davidson,Avab,Touring,FLHTCU,Touring,,TRUE,100,1<,1,Dealer,Clear,FALSE,TRUE,
Used,Excellent Condition with only 2184 miles.,"$13,900 ","Temple City, California, United States",2008,"2,184",Black with Red Ghost Flames,Harley-Davidson,Vehicle does NOT have an existing warranty,Softail,,Sport Bike,,TRUE,100,3<,302,Private Seller,Clear,FALSE,TRUE,
Used,,"$7,788 ","Tulsa, Oklahoma, United States",2014,"8,350",Black,Harley-Davidson,,Sportster,,Cruiser,,FALSE,100,1<,179,Dealer,Clear,FALSE,TRUE,
Used,,$765 ,"Anacortes, Washington, United States",1969,"3,212",Red,Honda,Vehicle does NOT have an existing warranty,Other,CM91,Dual-Purpose,,FALSE,100,,721,Private Seller,Clear,TRUE,FALSE,23
Used,,"$1,500 ","McHenry, Illinois, United States",2008,"2,844",Black,Yamaha,,V Star,Classic,Cruiser,,FALSE,100,2<,193,Private Seller,Clear,TRUE,TRUE,0
Used,,"$18,800 ","Newport Beach, California, United States",1959,"30,690",Black,BMW,Unspecified,R-Series,,,,TRUE,100,10,228,Private Seller,Clear,FALSE,TRUE,
Used,,"$3,250 ","Delaware, Ohio, United States",1997,"8,200",Red,Harley-Davidson,Vehicle does NOT have an existing warranty,Sportster,Hugger,Cruiser,,TRUE,100,3<,397,Private Seller,Clear,FALSE,TRUE,
Used,,"$21,280 ","Mansfield, Texas, United States",2016,"2,419",Black,Harley-Davidson,,Freewheeler Trike,,,,TRUE,100,5<,661,,Clear,FALSE,TRUE,
Used,,"$5,200 ","Plainfield, Illinois, United States",2003,"7,500",Blue,Suzuki,Vehicle does NOT have an existing warranty,GSX-R,1000,Sport Bike,,TRUE,100,12,328,Private Seller,Clear,FALSE,TRUE,
Used,,"$28,400 ","Alachua, Florida, United States",2016,841,Silver,Harley-Davidson,Vehicle does NOT have an existing warranty,Tri Glide,Trike,Touring,,TRUE,>80,11,98,Dealer,Clear,FALSE,TRUE,
Used,,"$2,500 ","Auburn, Washington, United States",1975,"3,657",blue,Honda,Vehicle does NOT have an existing warranty,CB,,,,TRUE,100,16,967,Private Seller,Clear,FALSE,TRUE,
Used,Beautiful condition. Runs &amp; Looks great. Thousands in extras. Low miles.,"$7,995 ","Zieglerville, Pennsylvania, United States",2005,"15,533",Impact Blue,Harley-Davidson,Unspecified,Dyna,,Cruiser,,TRUE,100,11,297819,Dealer,Clear,FALSE,TRUE,
Used,Like new! Very loaded,"$14,500 ","Philadelphia, Pennsylvania, United States",2014,"1,867",Black,Harley-Davidson,Vehicle does NOT have an existing warranty,Fat Bob,,Standard,,TRUE,100,7<,1271,Private Seller,Clear,FALSE,TRUE,
Used,,"$10,999 ","Gordon, Wisconsin, United States",2013,"1,300",Brown,Harley-Davidson,Vehicle has an existing warranty,Dyna,Super Glide,Cruiser,,TRUE,100,3<,434,Private Seller,Clear,FALSE,TRUE,
Used,Like new,"$4,850 ","Concord, California, United States",2017,0,,Honda,,Other,crf,Off-Road,,FALSE,100,14,570,Dealer,Clear,TRUE,TRUE,23
Used,Running great and in excellent condition,"$3,500 ","Redwood City, California, United States",2002,"40,850",red and black,Kawasaki,Vehicle does NOT have an existing warranty,ZRX 1200R,,Sport Touring,,FALSE,100,,924,Private Seller,Clear,TRUE,FALSE,0
Used,,"$7,500 ","Chilhowie, Virginia, United States",2003,"13,319",Blue,Harley-Davidson,,Dyna,LOW RIDER,Cruiser,,TRUE,100,2<,342,Private Seller,Clear,FALSE,TRUE,
Used,one owner like new trike!!!!!,"$29,500 ","Lima, Ohio, United States",2013,"34,911",Blue,Honda,Vehicle has an existing warranty,Gold Wing,GL1800,Touring,,TRUE,100,1<,1645,Dealer,Clear,FALSE,TRUE,
New,,"$28,699 ","Searcy, Arkansas, United States",2016,63,Black,Honda,Vehicle has an existing warranty,Gold Wing,GL1800 Prowler,Touring,,FALSE,100,2<,35,Dealer,Clear,FALSE,TRUE,
Used,,$900 ,"Kaleva, Michigan, United States",1971,"19,999,999",,Other Makes,,450,,,,FALSE,100,,174,,Clear,TRUE,FALSE,0
Used,,"$8,777 ","Arlington, Texas, United States",2008,"49,153",Red,Harley-Davidson,,Softail Deluxe,,,,TRUE,100,2<,634,,Clear,FALSE,TRUE,
Used,,"$14,000 ","Peoria, Illinois, United States",2009,"20,500",,Harley-Davidson,,Touring,,Touring,,TRUE,,,0,,Clear,FALSE,TRUE,
Used,,"$2,095 ","Middle Village, New York, United States",2007,"18,729",Blue,Kawasaki,Vehicle has an existing warranty,Ninja,650 R,Sport Bike,,FALSE,100,,339,Private Seller,Clear,TRUE,FALSE,9
Used,,"$15,000 ","Mobile, Alabama, United States",2015,"5,100",,Harley-Davidson,,Touring,,Touring,,FALSE,,,27,,Clear,TRUE,TRUE,0
Used,,"$3,550 ","Anderson, South Carolina, United States",2003,0,Burgundy,Harley-Davidson,Vehicle does NOT have an existing warranty,V-ROD,,Sport Touring,,FALSE,100,,638,Private Seller,Clear,TRUE,FALSE,17
Used,Straight &amp; Good Mechanical Condition,"$5,900 ","Westmont, Illinois, United States",2009,"8,900",Orange,Suzuki,Vehicle does NOT have an existing warranty,GSX-R,,Sport Bike,,FALSE,100,3<,87,Private Seller,Clear,FALSE,TRUE,
New,,"$20,985 ","Russellville, Arkansas, United States",2017,0,,Honda,Vehicle has an existing warranty,Gold Wing,Level 1 (Audio/Comfort Model),Touring,,FALSE,9.8,,21591,Dealer,Clear,TRUE,FALSE,0
Used,,"$7,488 ","Mansfield, Texas, United States",2006,"34,017",Red,Harley-Davidson,Vehicle does NOT have an existing warranty,Softail Fat Boy,,Cruiser,,TRUE,100,3<,661,,Clear,FALSE,TRUE,
Used,,"$5,950 ","Yukon, Oklahoma, United States",2001,"48,100",Orange,Harley-Davidson,Vehicle does NOT have an existing warranty,Softail,FXST,Cruiser,,TRUE,100,1<,715,Private Seller,Clear,FALSE,TRUE,
Used,Excellent,"$1,000 ","Hortonville, Wisconsin, United States",2007,"32,295",Silver,Harley-Davidson,Vehicle does NOT have an existing warranty,Touring,Dyna,Touring,,FALSE,,5<,0,Private Seller,Clear,TRUE,TRUE,0
Used,Extremely good condition.,"$11,900 ","Park City, Utah, United States",2009,"28,200",Red,BMW,Vehicle does NOT have an existing warranty,R-Series,,Sport Touring,,TRUE,,6<,60,Private Seller,Clear,FALSE,TRUE,
Used,Used needs total overhaul and restoration process.,"$22,900 ",Punta del Este,1938,111,Black,BMW,Vehicle does NOT have an existing warranty,R-Series,,Sport Touring,,TRUE,100,52,823,Private Seller,Clear,FALSE,TRUE,
Used,,"$3,500 ","Naples, Florida, United States",2015,265,Black,Honda,Vehicle has an existing warranty,GROM,,Standard,,FALSE,100,5<,1160,Private Seller,Clear,FALSE,TRUE,
